id,referencia,marca,capacidad,ciudad,responsable
8409,ACH03,SONY,1984,Saragoza,Armando
6542,ACH02,KALLEY,1082,Cali,Benavides
7571,ACH03,KALLEY,549,Titiribi,Romulo
6565,ACH03,KALLEY,809,Saragoza,Sacarias
7898,ACH03,KALLEY,107,Bucaramanga,Armando
450,ACH01,KALLEY,465,Bucaramanga,Armando
3841,ACH01,SAMSUNG,124,Bogota,Romulo
4939,ACH01,SONY,151,Bogota,Benavides
7808,ACH02,KALLEY,983,Bogota,Sacarias
4201,ACH03,SAMSUNG,422,Titiribi,Sacarias
2895,ACH03,SAMSUNG,1886,Bogota,Benavides
5669,ACH02,KALLEY,1742,Bogota,Armando
273,ACH03,SONY,1628,Bogota,Sacarias
7168,ACH01,SONY,653,Bucaramanga,Ortencio
1284,ACH01,SONY,170,Saragoza,Romulo
2374,ACH03,KALLEY,1651,Cali,Ortencio
9189,ACH03,KALLEY,1544,Bucaramanga,Romulo
2536,ACH02,SAMSUNG,1999,Bucaramanga,Benavides
8321,ACH03,KALLEY,396,Titiribi,Benavides
4849,ACH02,SONY,1519,Bucaramanga,Ortencio
9249,ACH01,SONY,709,Titiribi,Armando
463,ACH03,KALLEY,1156,Saragoza,Romulo
2396,ACH02,KALLEY,1561,Bogota,Armando
9586,ACH03,SONY,346,Bogota,Sacarias
1682,ACH03,KALLEY,1980,Titiribi,Ortencio
7594,ACH01,SONY,168,Bogota,Armando
5018,ACH02,KALLEY,442,Bucaramanga,Romulo
8186,ACH02,SAMSUNG,1681,Saragoza,Sacarias
8141,ACH02,SAMSUNG,644,Titiribi,Sacarias
6792,ACH03,SONY,501,Cali,Sacarias
5254,ACH02,KALLEY,493,Cali,Armando
5825,ACH01,SAMSUNG,276,Cali,Romulo
1643,ACH03,SONY,918,Cali,Sacarias
2562,ACH01,SAMSUNG,1756,Titiribi,Sacarias
4369,ACH03,SONY,1822,Bogota,Sacarias
5196,ACH01,KALLEY,1628,Saragoza,Benavides
6640,ACH02,KALLEY,512,Saragoza,Benavides
6427,ACH02,KALLEY,688,Bogota,Benavides
8135,ACH02,KALLEY,599,Saragoza,Romulo
6688,ACH02,SAMSUNG,480,Bogota,Armando
7495,ACH02,SONY,976,Bogota,Armando
7646,ACH01,SONY,1213,Titiribi,Romulo
6653,ACH02,SAMSUNG,144,Titiribi,Benavides
5616,ACH01,SONY,683,Bucaramanga,Benavides
1187,ACH03,KALLEY,282,Saragoza,Sacarias
8625,ACH03,KALLEY,1353,Saragoza,Armando
292,ACH01,SONY,1080,Cali,Sacarias
2663,ACH03,SAMSUNG,1658,Titiribi,Armando
9253,ACH02,SONY,1159,Cali,Romulo
9614,ACH03,SONY,567,Cali,Armando
6827,ACH01,SAMSUNG,1545,Bucaramanga,Ortencio
3995,ACH01,SAMSUNG,449,Saragoza,Ortencio
3803,ACH02,SAMSUNG,1762,Bucaramanga,Romulo
3296,ACH02,SAMSUNG,1763,Cali,Romulo
201,ACH01,SAMSUNG,1849,Bucaramanga,Romulo
1455,ACH02,SAMSUNG,297,Titiribi,Romulo
508,ACH01,SAMSUNG,257,Saragoza,Ortencio
4735,ACH01,SONY,471,Saragoza,Romulo
6344,ACH01,SAMSUNG,1567,Titiribi,Armando
4140,ACH03,KALLEY,872,Bogota,Armando
3841,ACH03,SONY,326,Cali,Armando
4022,ACH03,SONY,602,Cali,Romulo
1594,ACH02,SONY,945,Saragoza,Ortencio
1938,ACH01,SAMSUNG,1815,Cali,Benavides
8105,ACH02,SONY,226,Bucaramanga,Romulo
4246,ACH03,KALLEY,166,Saragoza,Benavides
7577,ACH03,KALLEY,1872,Titiribi,Armando
5851,ACH03,SAMSUNG,845,Cali,Ortencio
7566,ACH01,SONY,646,Cali,Sacarias
4934,ACH02,SAMSUNG,521,Bogota,Ortencio
3674,ACH02,SAMSUNG,1800,Saragoza,Benavides
8905,ACH03,SONY,1630,Bucaramanga,Romulo
6517,ACH03,SONY,1407,Titiribi,Romulo
2818,ACH03,SAMSUNG,1696,Titiribi,Benavides
6776,ACH02,SONY,863,Cali,Sacarias
2661,ACH03,KALLEY,481,Bucaramanga,Romulo
5243,ACH01,SONY,457,Saragoza,Sacarias
2361,ACH03,SAMSUNG,1787,Bogota,Benavides
4530,ACH01,SAMSUNG,435,Bogota,Armando
4080,ACH02,SAMSUNG,645,Bogota,Sacarias
2867,ACH01,SONY,720,Saragoza,Benavides
275,ACH03,KALLEY,106,Bucaramanga,Sacarias
3330,ACH01,SONY,905,Bogota,Romulo
696,ACH01,SONY,734,Titiribi,Ortencio
3671,ACH01,SAMSUNG,1211,Saragoza,Romulo
5038,ACH02,SAMSUNG,338,Cali,Ortencio
4519,ACH03,KALLEY,1804,Bucaramanga,Ortencio
9353,ACH02,SAMSUNG,303,Bucaramanga,Armando
2680,ACH02,KALLEY,814,Cali,Sacarias
9857,ACH02,KALLEY,421,Bucaramanga,Ortencio
4504,ACH02,KALLEY,1554,Bogota,Armando
5131,ACH01,SONY,929,Titiribi,Sacarias
2997,ACH02,SONY,1462,Titiribi,Sacarias
6534,ACH03,KALLEY,664,Bogota,Armando
7496,ACH01,SONY,1236,Bucaramanga,Benavides
3030,ACH02,SAMSUNG,1910,Bogota,Romulo
8398,ACH02,SONY,1414,Saragoza,Romulo
1354,ACH01,SAMSUNG,273,Titiribi,Sacarias
349,ACH02,SONY,1310,Saragoza,Romulo
2373,ACH01,SAMSUNG,490,Cali,Benavides
9053,ACH02,SAMSUNG,1393,Bogota,Romulo
4731,ACH01,SAMSUNG,1163,Saragoza,Sacarias
5599,ACH03,SAMSUNG,1554,Titiribi,Romulo
7995,ACH01,KALLEY,755,Saragoza,Romulo
1900,ACH02,SONY,1481,Bogota,Romulo
53,ACH03,SAMSUNG,962,Bogota,Romulo
8175,ACH02,SAMSUNG,1154,Cali,Sacarias
9352,ACH03,SAMSUNG,184,Titiribi,Romulo
4153,ACH02,SONY,276,Saragoza,Sacarias
80,ACH02,SAMSUNG,1708,Saragoza,Benavides
1190,ACH01,SONY,1615,Cali,Romulo
7885,ACH01,KALLEY,192,Bogota,Armando
8568,ACH02,KALLEY,1071,Titiribi,Armando
2744,ACH03,SONY,1465,Cali,Romulo
2101,ACH01,KALLEY,1803,Titiribi,Romulo
7252,ACH01,SAMSUNG,1468,Bogota,Sacarias
9703,ACH03,SONY,1135,Cali,Sacarias
5461,ACH01,SONY,540,Bogota,Armando
6554,ACH02,SAMSUNG,1643,Bucaramanga,Romulo
1518,ACH02,SAMSUNG,718,Cali,Armando
2588,ACH03,KALLEY,959,Titiribi,Romulo
3604,ACH01,SONY,1620,Saragoza,Sacarias
4811,ACH01,SONY,1878,Cali,Sacarias
4885,ACH01,KALLEY,1986,Bucaramanga,Sacarias
3269,ACH03,SONY,640,Cali,Benavides
6568,ACH02,KALLEY,1250,Saragoza,Ortencio
9749,ACH03,SAMSUNG,1206,Bogota,Sacarias
8394,ACH02,SONY,1835,Saragoza,Armando
6952,ACH03,SAMSUNG,1924,Cali,Armando
4970,ACH02,KALLEY,564,Titiribi,Sacarias
3375,ACH02,KALLEY,1121,Bucaramanga,Sacarias
215,ACH01,KALLEY,1721,Saragoza,Benavides
6994,ACH02,SONY,158,Cali,Sacarias
6829,ACH02,SONY,1169,Bogota,Ortencio
2466,ACH02,SONY,459,Bucaramanga,Armando
9294,ACH01,KALLEY,1692,Saragoza,Benavides
1144,ACH03,SONY,1334,Bucaramanga,Ortencio
2344,ACH03,SONY,1807,Titiribi,Ortencio
157,ACH02,SAMSUNG,364,Bucaramanga,Benavides
8847,ACH03,KALLEY,1918,Cali,Benavides
5996,ACH02,SAMSUNG,1611,Cali,Sacarias
4331,ACH02,KALLEY,210,Bucaramanga,Sacarias
8033,ACH01,KALLEY,1415,Saragoza,Sacarias
2976,ACH01,SAMSUNG,1940,Bucaramanga,Benavides
2604,ACH03,SONY,1691,Cali,Benavides
6906,ACH01,SONY,1790,Cali,Sacarias
3223,ACH01,KALLEY,561,Cali,Romulo
2065,ACH02,SAMSUNG,449,Cali,Armando
2581,ACH03,KALLEY,1835,Titiribi,Sacarias
448,ACH03,SONY,225,Saragoza,Sacarias
8165,ACH02,SAMSUNG,1517,Cali,Ortencio
3569,ACH03,SAMSUNG,733,Saragoza,Armando
9712,ACH02,SONY,1220,Bucaramanga,Ortencio
1313,ACH03,KALLEY,1008,Bogota,Benavides
8907,ACH03,SAMSUNG,1193,Saragoza,Benavides
3490,ACH01,SONY,1686,Bogota,Armando
6265,ACH03,SAMSUNG,1803,Bucaramanga,Armando
2993,ACH01,SONY,620,Saragoza,Armando
546,ACH01,SONY,1087,Saragoza,Ortencio
4620,ACH01,KALLEY,152,Titiribi,Romulo
3565,ACH02,SAMSUNG,1990,Cali,Benavides
566,ACH01,SONY,266,Bogota,Armando
7557,ACH01,SAMSUNG,1806,Titiribi,Armando
1999,ACH03,KALLEY,1890,Cali,Romulo
4844,ACH01,KALLEY,1668,Titiribi,Benavides
7987,ACH02,SONY,1410,Bogota,Ortencio
954,ACH02,SAMSUNG,1740,Bogota,Armando
8885,ACH03,SONY,1887,Bucaramanga,Armando
6890,ACH02,KALLEY,1811,Saragoza,Ortencio
761,ACH02,SONY,457,Titiribi,Armando
1024,ACH02,KALLEY,240,Saragoza,Sacarias
6235,ACH03,SAMSUNG,999,Bogota,Ortencio
4958,ACH03,SONY,1209,Saragoza,Armando
745,ACH01,SONY,1176,Bogota,Benavides
1782,ACH02,SAMSUNG,1833,Saragoza,Armando
7624,ACH01,SAMSUNG,1697,Bucaramanga,Benavides
6997,ACH01,SONY,653,Bucaramanga,Sacarias
3559,ACH02,SAMSUNG,1622,Bucaramanga,Benavides
5592,ACH01,KALLEY,1291,Saragoza,Romulo
3463,ACH03,KALLEY,123,Bucaramanga,Romulo
8759,ACH03,KALLEY,1404,Bogota,Benavides
9585,ACH02,SONY,1525,Cali,Ortencio
2181,ACH02,SAMSUNG,1172,Cali,Armando
2991,ACH03,KALLEY,1668,Bogota,Ortencio
8512,ACH03,SAMSUNG,1291,Bucaramanga,Romulo
4123,ACH01,KALLEY,1362,Saragoza,Romulo
8823,ACH01,SONY,1076,Bogota,Armando
4651,ACH01,SONY,1786,Cali,Benavides
7166,ACH02,KALLEY,1123,Titiribi,Armando
6218,ACH02,SONY,705,Bogota,Romulo
2865,ACH03,KALLEY,1482,Cali,Ortencio
4291,ACH03,KALLEY,454,Bucaramanga,Armando
8979,ACH01,KALLEY,1458,Cali,Ortencio
9708,ACH02,KALLEY,964,Cali,Romulo
3162,ACH02,KALLEY,1681,Bogota,Ortencio
2414,ACH02,KALLEY,991,Cali,Sacarias
1073,ACH03,SONY,353,Bucaramanga,Ortencio
1429,ACH03,KALLEY,1842,Titiribi,Romulo
4135,ACH02,KALLEY,1600,Saragoza,Ortencio
6349,ACH01,SAMSUNG,753,Saragoza,Armando
7530,ACH03,SAMSUNG,1702,Bucaramanga,Sacarias
8157,ACH02,SONY,549,Bucaramanga,Sacarias
793,ACH03,SAMSUNG,894,Bucaramanga,Romulo
168,ACH01,SAMSUNG,318,Titiribi,Armando
4445,ACH03,SAMSUNG,1069,Titiribi,Romulo
6758,ACH03,KALLEY,1847,Saragoza,Benavides
6733,ACH03,KALLEY,1207,Bucaramanga,Ortencio
8425,ACH01,SONY,982,Cali,Benavides
4930,ACH02,SAMSUNG,1630,Bucaramanga,Armando
6473,ACH03,KALLEY,1357,Titiribi,Sacarias
780,ACH01,SAMSUNG,280,Saragoza,Sacarias
6231,ACH03,SONY,1665,Cali,Ortencio
5990,ACH01,SONY,834,Saragoza,Armando
7178,ACH03,SAMSUNG,1373,Saragoza,Ortencio
4874,ACH01,SONY,1392,Bucaramanga,Sacarias
5732,ACH03,SAMSUNG,1614,Titiribi,Armando
4972,ACH01,KALLEY,1848,Titiribi,Romulo
1837,ACH01,SAMSUNG,1284,Cali,Armando
4328,ACH01,SONY,1909,Saragoza,Benavides
4444,ACH01,SAMSUNG,1616,Saragoza,Armando
8165,ACH02,SAMSUNG,486,Saragoza,Armando
9745,ACH03,SAMSUNG,710,Titiribi,Sacarias
7145,ACH02,SONY,1748,Cali,Sacarias
5386,ACH03,SAMSUNG,1651,Cali,Sacarias
4041,ACH01,SONY,1663,Saragoza,Ortencio
2082,ACH02,SAMSUNG,1871,Bogota,Sacarias
8836,ACH03,SAMSUNG,541,Bogota,Romulo
7744,ACH03,KALLEY,1114,Titiribi,Ortencio
9797,ACH02,KALLEY,1740,Cali,Sacarias
8948,ACH02,SONY,1998,Saragoza,Sacarias
1422,ACH03,KALLEY,280,Bogota,Armando
4275,ACH02,SAMSUNG,923,Saragoza,Sacarias
2904,ACH01,KALLEY,1972,Saragoza,Armando
4831,ACH03,KALLEY,448,Saragoza,Armando
7995,ACH01,KALLEY,118,Bucaramanga,Ortencio
565,ACH02,SAMSUNG,109,Bucaramanga,Ortencio
3830,ACH03,KALLEY,1949,Bogota,Ortencio
722,ACH03,KALLEY,256,Cali,Armando
1869,ACH02,SONY,1246,Titiribi,Sacarias
2363,ACH02,SAMSUNG,1320,Cali,Benavides
6932,ACH03,KALLEY,709,Titiribi,Sacarias
2663,ACH03,SAMSUNG,672,Bogota,Armando
8466,ACH02,KALLEY,311,Saragoza,Romulo
1146,ACH01,SONY,1966,Cali,Sacarias
3327,ACH03,SONY,203,Bogota,Armando
6012,ACH03,SAMSUNG,229,Bogota,Sacarias
2737,ACH01,SONY,1575,Titiribi,Sacarias
5290,ACH03,SAMSUNG,1544,Saragoza,Ortencio
8463,ACH02,SAMSUNG,164,Titiribi,Sacarias
3841,ACH02,SONY,164,Bogota,Ortencio
9369,ACH03,KALLEY,963,Saragoza,Romulo
2862,ACH03,SAMSUNG,1737,Cali,Ortencio
4987,ACH03,SONY,1280,Saragoza,Benavides
8961,ACH03,SAMSUNG,761,Titiribi,Romulo
9507,ACH03,KALLEY,1102,Saragoza,Ortencio
2584,ACH03,KALLEY,1823,Titiribi,Armando
3968,ACH02,SONY,485,Saragoza,Armando
9692,ACH02,SAMSUNG,544,Cali,Benavides
2007,ACH03,SONY,1482,Bogota,Benavides
8946,ACH01,SAMSUNG,1523,Bogota,Ortencio
7837,ACH02,KALLEY,1396,Bogota,Ortencio
9850,ACH03,SAMSUNG,1035,Cali,Armando
4335,ACH03,SAMSUNG,1596,Bogota,Sacarias
4291,ACH01,SAMSUNG,104,Bucaramanga,Romulo
1542,ACH01,KALLEY,1194,Bucaramanga,Armando
378,ACH03,SONY,298,Titiribi,Benavides
5348,ACH01,SAMSUNG,1918,Titiribi,Benavides
2756,ACH03,SAMSUNG,1171,Saragoza,Ortencio
8776,ACH03,KALLEY,674,Cali,Armando
8179,ACH03,SONY,103,Cali,Ortencio
8962,ACH03,SAMSUNG,403,Cali,Sacarias
6116,ACH03,KALLEY,1492,Titiribi,Benavides
7829,ACH02,SAMSUNG,1878,Bucaramanga,Ortencio
7821,ACH01,SAMSUNG,1233,Saragoza,Ortencio
7948,ACH03,SAMSUNG,1188,Bogota,Romulo
8722,ACH01,SONY,1965,Bucaramanga,Armando
8142,ACH03,SAMSUNG,1647,Titiribi,Armando
6775,ACH03,SAMSUNG,1800,Saragoza,Benavides
246,ACH02,SAMSUNG,520,Cali,Romulo
4405,ACH01,KALLEY,1573,Cali,Benavides
9789,ACH01,KALLEY,1014,Bucaramanga,Benavides
1140,ACH03,KALLEY,1719,Bogota,Sacarias
4814,ACH02,SAMSUNG,585,Titiribi,Sacarias
9933,ACH03,SONY,1363,Cali,Romulo
1051,ACH03,KALLEY,477,Bogota,Benavides
2490,ACH03,SAMSUNG,1511,Bogota,Ortencio
9457,ACH01,KALLEY,528,Saragoza,Armando
1187,ACH02,SONY,1615,Cali,Ortencio
9908,ACH01,SONY,506,Cali,Sacarias
9445,ACH02,SONY,992,Bucaramanga,Romulo
1460,ACH03,KALLEY,901,Cali,Armando
9433,ACH01,SONY,591,Bucaramanga,Armando
2425,ACH02,SAMSUNG,1436,Cali,Armando
705,ACH02,SAMSUNG,1372,Titiribi,Ortencio
488,ACH01,KALLEY,1072,Titiribi,Sacarias
6864,ACH02,KALLEY,1205,Cali,Benavides
2445,ACH03,KALLEY,1715,Titiribi,Sacarias
4303,ACH01,SAMSUNG,324,Bucaramanga,Benavides
1563,ACH03,SAMSUNG,772,Cali,Armando
7942,ACH02,SONY,1403,Cali,Benavides
1795,ACH02,SONY,332,Bucaramanga,Romulo
7128,ACH03,SONY,1216,Bucaramanga,Romulo
9083,ACH02,SAMSUNG,1678,Saragoza,Benavides
9310,ACH03,SAMSUNG,1682,Titiribi,Sacarias
2148,ACH01,SAMSUNG,344,Saragoza,Benavides
4896,ACH01,SAMSUNG,1931,Bucaramanga,Ortencio
3471,ACH03,SONY,1233,Bogota,Armando
6324,ACH03,SONY,1669,Bogota,Ortencio
2096,ACH01,SONY,1749,Saragoza,Ortencio
6110,ACH01,KALLEY,804,Bucaramanga,Romulo
888,ACH02,KALLEY,714,Bucaramanga,Armando
2324,ACH02,KALLEY,1392,Cali,Armando
5093,ACH03,KALLEY,435,Titiribi,Ortencio
5178,ACH02,KALLEY,1085,Cali,Romulo
3555,ACH02,KALLEY,1441,Bucaramanga,Ortencio
7357,ACH03,KALLEY,592,Saragoza,Romulo
5918,ACH03,SONY,1473,Cali,Armando
4147,ACH02,SONY,643,Titiribi,Armando
9720,ACH02,KALLEY,1730,Cali,Armando
7077,ACH02,SAMSUNG,1872,Cali,Ortencio
7464,ACH02,SAMSUNG,1890,Cali,Sacarias
1933,ACH01,SONY,745,Saragoza,Benavides
8332,ACH03,KALLEY,1412,Cali,Romulo
4646,ACH02,SAMSUNG,401,Saragoza,Ortencio
5071,ACH03,SONY,378,Cali,Sacarias
7654,ACH02,SAMSUNG,882,Bucaramanga,Armando
4937,ACH03,SAMSUNG,957,Saragoza,Armando
471,ACH03,KALLEY,950,Bucaramanga,Sacarias
4666,ACH01,KALLEY,807,Titiribi,Romulo
3449,ACH02,SAMSUNG,1082,Cali,Romulo
3635,ACH01,SAMSUNG,968,Bucaramanga,Sacarias
8964,ACH02,SONY,587,Saragoza,Ortencio
4593,ACH01,SONY,1548,Saragoza,Romulo
6368,ACH03,SAMSUNG,283,Titiribi,Romulo
2433,ACH03,KALLEY,1495,Cali,Romulo
8121,ACH03,KALLEY,422,Cali,Sacarias
7730,ACH01,SONY,1935,Bogota,Ortencio
2266,ACH03,KALLEY,995,Bucaramanga,Benavides
9528,ACH03,SONY,744,Titiribi,Armando
9219,ACH01,SONY,359,Cali,Benavides
8628,ACH02,KALLEY,1567,Titiribi,Romulo
4635,ACH01,SAMSUNG,251,Bogota,Armando
8159,ACH01,SONY,1732,Titiribi,Benavides
4273,ACH01,KALLEY,1963,Cali,Romulo
8870,ACH03,KALLEY,1023,Bucaramanga,Benavides
2997,ACH02,SONY,101,Cali,Benavides
9554,ACH01,SONY,1953,Cali,Benavides
5877,ACH01,SONY,317,Titiribi,Romulo
1291,ACH03,KALLEY,362,Bogota,Sacarias
5756,ACH01,SONY,1135,Titiribi,Romulo
2657,ACH02,SAMSUNG,458,Saragoza,Sacarias
7318,ACH03,SAMSUNG,1434,Saragoza,Sacarias
5593,ACH02,KALLEY,447,Bucaramanga,Armando
7689,ACH03,SAMSUNG,410,Bucaramanga,Ortencio
1676,ACH03,KALLEY,1195,Cali,Ortencio
5268,ACH02,SAMSUNG,833,Bogota,Armando
8980,ACH01,SAMSUNG,1397,Titiribi,Benavides
6507,ACH01,SAMSUNG,1038,Bogota,Benavides
1714,ACH03,SAMSUNG,615,Titiribi,Romulo
2490,ACH03,SAMSUNG,1321,Bogota,Ortencio
3214,ACH03,SONY,1793,Titiribi,Ortencio
2025,ACH03,KALLEY,994,Saragoza,Sacarias
1978,ACH02,KALLEY,1832,Bucaramanga,Benavides
9278,ACH02,KALLEY,305,Bogota,Ortencio
7614,ACH02,KALLEY,221,Bogota,Benavides
2721,ACH02,KALLEY,1247,Cali,Benavides
9924,ACH01,SONY,919,Bucaramanga,Benavides
893,ACH03,SAMSUNG,1302,Saragoza,Romulo
1400,ACH03,KALLEY,1434,Titiribi,Ortencio
57,ACH03,SONY,522,Saragoza,Romulo
3639,ACH01,KALLEY,1321,Saragoza,Romulo
3626,ACH01,KALLEY,440,Bucaramanga,Romulo
2775,ACH02,KALLEY,258,Bogota,Ortencio
9030,ACH03,SONY,1262,Bucaramanga,Armando
2855,ACH02,SONY,590,Saragoza,Romulo
3495,ACH03,KALLEY,1191,Cali,Sacarias
3056,ACH02,KALLEY,1818,Saragoza,Ortencio
5318,ACH02,SONY,1539,Saragoza,Sacarias
4207,ACH02,SAMSUNG,148,Titiribi,Sacarias
8818,ACH01,KALLEY,1291,Titiribi,Benavides
2223,ACH03,SONY,1583,Bucaramanga,Sacarias
4590,ACH02,SONY,513,Cali,Armando
3880,ACH03,SONY,777,Bogota,Armando
24,ACH02,KALLEY,1222,Saragoza,Benavides
6976,ACH01,SAMSUNG,564,Bucaramanga,Armando
7836,ACH03,SONY,1788,Bogota,Armando
6914,ACH01,KALLEY,1491,Bucaramanga,Ortencio
1140,ACH02,KALLEY,1633,Saragoza,Benavides
1851,ACH03,SAMSUNG,873,Cali,Benavides
2765,ACH03,SAMSUNG,613,Bucaramanga,Benavides
7305,ACH02,SAMSUNG,142,Saragoza,Sacarias
2829,ACH02,SONY,1430,Cali,Ortencio
5217,ACH03,SAMSUNG,1435,Bucaramanga,Benavides
9225,ACH01,SAMSUNG,786,Saragoza,Benavides
6817,ACH03,KALLEY,1822,Bucaramanga,Sacarias
6785,ACH01,KALLEY,563,Bogota,Sacarias
18,ACH02,SAMSUNG,510,Cali,Armando
1392,ACH03,SONY,431,Cali,Ortencio
5009,ACH03,KALLEY,158,Titiribi,Ortencio
6911,ACH02,SAMSUNG,543,Saragoza,Armando
6888,ACH02,SAMSUNG,1623,Bogota,Sacarias
925,ACH01,SONY,888,Bucaramanga,Romulo
5066,ACH02,SONY,516,Saragoza,Romulo
6646,ACH01,SAMSUNG,301,Titiribi,Benavides
1594,ACH01,SONY,507,Cali,Armando
6009,ACH03,SAMSUNG,742,Saragoza,Ortencio
2778,ACH02,SAMSUNG,678,Bogota,Sacarias
4464,ACH02,KALLEY,1582,Bogota,Armando
592,ACH01,KALLEY,1568,Titiribi,Benavides
647,ACH03,KALLEY,269,Bucaramanga,Sacarias
8513,ACH01,SAMSUNG,282,Cali,Ortencio
6028,ACH01,KALLEY,1828,Bucaramanga,Armando
1040,ACH01,SAMSUNG,713,Titiribi,Armando
4038,ACH03,SONY,1454,Cali,Romulo
3720,ACH02,SAMSUNG,685,Cali,Benavides
8194,ACH01,SAMSUNG,1581,Titiribi,Romulo
2969,ACH03,SAMSUNG,865,Saragoza,Armando
5572,ACH03,SONY,1028,Bogota,Benavides
4572,ACH03,KALLEY,1999,Saragoza,Benavides
9614,ACH02,SONY,1257,Bucaramanga,Romulo
1555,ACH02,SONY,1993,Bucaramanga,Romulo
3862,ACH01,SONY,1735,Saragoza,Benavides
6462,ACH02,SAMSUNG,1113,Saragoza,Benavides
959,ACH01,SONY,368,Cali,Benavides
3869,ACH02,KALLEY,1050,Cali,Ortencio
7776,ACH03,KALLEY,1164,Titiribi,Armando
4469,ACH02,SONY,1185,Titiribi,Benavides
6079,ACH03,KALLEY,704,Saragoza,Sacarias
8696,ACH02,KALLEY,1101,Bogota,Armando
3735,ACH03,SAMSUNG,151,Bogota,Romulo
6968,ACH01,SAMSUNG,502,Saragoza,Sacarias
3285,ACH01,SAMSUNG,1382,Bogota,Sacarias
2710,ACH01,KALLEY,466,Bogota,Romulo
3179,ACH01,SAMSUNG,243,Saragoza,Ortencio
6321,ACH01,SAMSUNG,157,Cali,Benavides
6108,ACH03,KALLEY,381,Saragoza,Benavides
1672,ACH02,KALLEY,1831,Bogota,Sacarias
4144,ACH01,SAMSUNG,707,Saragoza,Ortencio
9131,ACH03,KALLEY,1449,Bucaramanga,Benavides
5484,ACH01,KALLEY,159,Saragoza,Armando
2797,ACH01,SONY,813,Titiribi,Ortencio
523,ACH02,SONY,1642,Bogota,Armando
9414,ACH01,SONY,760,Bogota,Ortencio
7883,ACH03,SONY,793,Bogota,Armando
5754,ACH03,SONY,554,Cali,Sacarias
780,ACH03,SONY,155,Bogota,Armando
7040,ACH01,SAMSUNG,478,Saragoza,Ortencio
9890,ACH03,SONY,838,Titiribi,Sacarias
5087,ACH03,SAMSUNG,1223,Titiribi,Benavides
7257,ACH01,KALLEY,1363,Saragoza,Sacarias
9067,ACH03,KALLEY,602,Bogota,Armando
1352,ACH01,SONY,1906,Titiribi,Ortencio
5994,ACH01,KALLEY,1484,Saragoza,Romulo
9122,ACH01,SAMSUNG,1941,Bucaramanga,Romulo
6039,ACH01,SAMSUNG,709,Bogota,Benavides
1926,ACH02,SAMSUNG,139,Titiribi,Sacarias
6532,ACH03,KALLEY,875,Bogota,Benavides
7651,ACH01,SAMSUNG,1847,Bucaramanga,Ortencio
9305,ACH02,SAMSUNG,1161,Bogota,Sacarias
8194,ACH03,KALLEY,1747,Bucaramanga,Sacarias
4614,ACH02,KALLEY,1664,Saragoza,Ortencio
5349,ACH01,KALLEY,1110,Titiribi,Armando
6314,ACH02,SAMSUNG,1707,Saragoza,Benavides
2958,ACH03,SAMSUNG,1589,Titiribi,Benavides
2192,ACH02,KALLEY,1247,Titiribi,Armando
8409,ACH03,KALLEY,1139,Saragoza,Armando
9309,ACH01,SONY,1541,Titiribi,Benavides
2481,ACH02,SONY,271,Bogota,Ortencio
6464,ACH01,SONY,1294,Cali,Benavides
7657,ACH02,SONY,1687,Bucaramanga,Armando
8925,ACH03,SONY,1490,Titiribi,Sacarias
9366,ACH02,SAMSUNG,1987,Titiribi,Benavides
1492,ACH01,KALLEY,1326,Saragoza,Sacarias
8775,ACH03,SAMSUNG,785,Titiribi,Benavides
5880,ACH01,SAMSUNG,418,Titiribi,Sacarias
316,ACH01,SAMSUNG,1300,Saragoza,Ortencio
8604,ACH02,KALLEY,1939,Bucaramanga,Romulo
842,ACH02,KALLEY,654,Saragoza,Benavides
7861,ACH03,SAMSUNG,312,Bucaramanga,Armando
1604,ACH02,KALLEY,532,Saragoza,Ortencio
441,ACH02,KALLEY,573,Titiribi,Sacarias
5771,ACH03,SONY,710,Titiribi,Romulo
2760,ACH01,SAMSUNG,1214,Saragoza,Armando
1312,ACH01,SONY,1580,Saragoza,Armando
1935,ACH02,SONY,319,Titiribi,Sacarias
8581,ACH03,SAMSUNG,1687,Bogota,Armando
4352,ACH02,SAMSUNG,1136,Titiribi,Armando
6029,ACH01,SONY,1482,Saragoza,Romulo
7826,ACH01,SONY,908,Bucaramanga,Armando
8191,ACH03,KALLEY,969,Bogota,Benavides
5579,ACH01,SONY,827,Bogota,Sacarias
9521,ACH01,SAMSUNG,494,Bogota,Ortencio
87,ACH02,KALLEY,399,Bucaramanga,Romulo
6133,ACH03,SONY,1479,Cali,Benavides
2098,ACH02,SONY,1567,Bucaramanga,Benavides
9360,ACH02,KALLEY,1755,Bucaramanga,Ortencio
2052,ACH01,SAMSUNG,1742,Bucaramanga,Armando
8961,ACH02,SAMSUNG,571,Saragoza,Ortencio
7939,ACH01,SONY,1889,Bogota,Sacarias
5685,ACH02,SONY,1062,Titiribi,Armando
1911,ACH01,SONY,381,Bucaramanga,Sacarias
7261,ACH02,KALLEY,304,Bucaramanga,Benavides
4229,ACH01,SONY,120,Bogota,Benavides
3403,ACH03,SONY,1634,Titiribi,Sacarias
679,ACH03,SONY,1214,Bucaramanga,Benavides
3508,ACH01,SAMSUNG,1763,Saragoza,Benavides
8798,ACH01,KALLEY,1711,Bogota,Armando
1320,ACH02,SAMSUNG,1179,Titiribi,Sacarias
2305,ACH03,KALLEY,1687,Bucaramanga,Benavides
